arxiv_id,title,abstract,family_rule,task_rule,family_true,task_true
2212.06866,Diode effects in current-biased Josephson junctions,"Current-biased Josephson junctions exhibit hysteretic transitions between dissipative and superconducting states as characterized by switching and retrapping currents. Here, we develop a theory for diode-like effects in the switching and retrapping currents of weakly-damped Josephson junctions. We find that while the diode-like behavior of switching currents is rooted in asymmetric current-phase relations, nonreciprocal retrapping currents originate in asymmetric quasiparticle currents. These different origins also imply distinctly different symmetry requirements. We illustrate our results by a microscopic model for junctions involving a single magnetic atom. Our theory provides significant ",general,theory,,
2606.02622,On the Detection of Curl-Free Gauge Fields,"In quantum theory, electromagnetic gauge fields enter directly into the phase evolution of the wavefunction and can even influence quantum systems in regions where the associated electric and magnetic fields vanish. The Aharonov-Bohm effect demonstrates that such gauge fields produce observable consequences when a coherent quantum system encloses magnetic flux along a doubly connected path. This has led to the widespread view that curl-free gauge fields are undetectable in simply connected systems, giving rise to a form of topological blindness. Here we show that this conclusion is not fundamental. During nonequilibrium processes, collective quantum systems can develop transient responses to",general,theory,,
2308.01061,Link between supercurrent diode and anomalous Josephson effect revealed by gate-controlled interferometry,"In Josephson diodes the asymmetry between positive and negative current branch of the current-phase relation leads to a polarity-dependent critical current and Josephson inductance. The supercurrent nonreciprocity can be described as a consequence of the anomalous Josephson effect -- a $\varphi_0$-shift of the current-phase relation -- in multichannel ballistic junctions with strong spin-orbit interaction. In this work, we simultaneously investigate $\varphi_0$-shift and supercurrent diode efficiency on the same Josephson junction by means of a superconducting quantum interferometer. By electrostatic gating, we reveal a direct link between $\varphi_0$-shift and diode effect. Our findings sho",general,synthesis,,
2309.04359,Irreversible entropy transport enhanced by fermionic superfluidity,"The nature of particle and entropy flow between two superfluids is often understood in terms of reversible flow carried by an entropy-free, macroscopic wavefunction. While this wavefunction is responsible for many intriguing properties of superfluids and superconductors, its interplay with excitations in non-equilibrium situations is less understood. Here, we observe large concurrent flows of both particles and entropy through a ballistic channel connecting two strongly interacting fermionic superfluids. Both currents respond nonlinearly to chemical potential and temperature biases. We find that the entropy transported per particle is much larger than the prediction of superfluid hydrodynami",general,theory,,
2607.20990,LivePhys: Transforming Static Physics Problems into Interactive Simulations via a Scan-to-Play Framework,"Physics problems in textbooks are typically presented as static diagrams accompanied by brief textual descriptions, requiring learners to infer dynamic physical behaviors through mental visualization. This process often imposes high cognitive demands and limits learners' ability to form accurate mental models. In this paper, we present \textbf{LivePhys}, a framework that enables a \emph{Scan-to-Play} paradigm for mechanics learning by transforming static textbook physics problems into executable, interactive simulations. LivePhys decouples multimodal perception from physics-aware reasoning and deterministic simulation. Given a problem diagram and its accompanying text, LivePhys performs text",general,discovery,,
2608.19712,Internal cyclotron probe of the vertical polarizability of a surface-state electron on helium,"We study a surface-state electron on liquid helium in a tilted magnetic field. The tilt couples the cyclotron ladder to the vertical Rydberg-like subbands of the same electron and thereby realizes a self-coupled Landau-subband Hamiltonian. In the far-detuned regime, the cyclotron line acquires a state-dependent shift described by standard second-order perturbation theory. The resulting expression identifies the cyclotron resonance as a direct probe of the dynamical polarizability of the vertical ladder. The theory is intrinsically multilevel. Exact diagonalization confirms a broad microwave window in which sizable state-dependent cyclotron shifts are expected while the system remains dispers",general,theory,,
2110.13899,Quantum Coherent States of Interacting Bose-Fermi Mixtures in One Dimension,"We study two-component atomic gas mixtures in one dimension involving both bosons and fermions. When the inter-species interaction is attractive, we report a rich variety of coherent ground-state phases that vary with the intrinsic and relative strength of the interactions. We avoid any artifacts of lattice discretization by developing a novel implementation of a continuous matrix product state ansatz for mixtures and priorly demonstrate the validity of our approach on the integrable point that exists for mixtures with equal masses and interactions (Lai-Yang model) where we find that the ansatz correctly and systematically converges towards the exact results.",general,theory,,
2608.12586,Thermal Hall tomography of chiral superconductivity in rhombohedral graphene,"A chiral superconductor carries chiral Majorana modes along its edges, and a single integer, the Bogoliubov--de Gennes Chern number, counts them. Thirty years of candidate materials have not yielded a measurement of that integer, because the magnetic signatures usually invoked are not topologically protected. Rhombohedral graphene makes the question both urgent and answerable: magnetic imaging resolves rewritable time-reversal-breaking domains inside the superconducting phase, while quantum oscillations reveal a normal state too intricate to reconstruct pocket by pocket. We show that the low-temperature thermal Hall conductance returns the integer directly, with no such reconstruction. For b",lowd,characterization,,
2503.06850,Engineering Andreev Bound States for Thermal Sensing in Proximity Josephson Junctions,"The thermal response of proximity Josephson junctions (JJs) is governed by the temperature ($T$)-dependent occupation of Andreev bound states (ABS), making them promising candidates for sensitive thermal detection. In this study, we systematically engineer ABS to enhance the thermal sensitivity of the critical current ($I_c$) of proximity JJs, quantified as $|\,dI_c/dT\,|$ for the threshold readout scheme and $|\,dI_c/dT \cdot I_c^{-1}\,|$ for the inductive readout scheme. Using a gate-tunable graphene-based JJ platform, we explore the impact of key parameters -- including channel length, transparency, carrier density, and superconducting material -- on the thermal response. Our results reve",lowd,application,,
2404.09909,Double-dome Unconventional Superconductivity in Twisted Trilayer Graphene,"Graphene moiré systems are ideal environments for investigating complex phase diagrams and gaining fundamental insights into the mechanisms underlying exotic states of matter, as they permit controlled manipulation of electronic properties. Magic-angle twisted trilayer graphene (MATTG) has emerged as a key platform to explore moiré superconductivity, owing to the robustness of its superconducting order and the displacement-field tunability of its energy bands. Recent measurements strongly suggest that superconductivity in MATTG is unconventional. Here, we report the first direct observation of double-dome superconductivity in MATTG. The temperature, magnetic field, and bias current dependenc",lowd,characterization,,
2406.13742,Superfluid stiffness of twisted multilayer graphene superconductors,"The robustness of the macroscopic quantum nature of a superconductor can be characterized by the superfluid stiffness, $ρ_s$, a quantity that describes the energy required to vary the phase of the macroscopic quantum wave function. In unconventional superconductors, such as cuprates, the low-temperature behavior of $ρ_s$ drastically differs from that of conventional superconductors due to quasiparticle excitations from gapless points (nodes) in momentum space. Intensive research on the recently discovered magic-angle twisted graphene family has revealed, in addition to superconducting states, strongly correlated electronic states associated with spontaneously broken symmetries, inviting the ",lowd,theory,,
2403.07504,Two-dimensional phase diagram of the charge density wave in doped CsV$_3$Sb$_5$,"Kagome superconductors AV$_3$Sb$_5$ (A = K, Rb and Cs) have attracted much recent attention due to the coexistence of multiple exotic orders. Among them, the charge density wave (CDW) order has been shown to host various unconventional behaviors. Here, we investigate the CDW order by a combination of both bulk and surface doping methods. While element substitutions in bulk doping change both carriers and the crystal lattice, the surface doping primarily tunes the carrier concentration. As such, our results reveal a two-dimensional phase diagram of the CDW in doped CsV$_3$Sb$_5$. In the lightly bulk doped regime, the existence of CDW order is reversible by tuning the carrier concentration. Bu",lowd,theory,,
2409.19265,Coexistence of ferroelectricity and superconductivity in a two-dimensional monolayer,"The coupling of ferroelectricity (FE) and superconductivity (SC) becomes the frontier of condensed matter research recently especially in the realm of two-dimensional (2D) materials. Identifying a general strategy to realize coexistence of FE and SC in a single material is extremely important for this active field, but quite challenging thus far. We show in this work that coexistence of robust FE and metallicity/SC can be realized by hole-doping a ferroelectric insulator which hosts antibonding highest valence bands (HVB). Using typical 2D ferroelecrtic SnS monolayer as a concrete example, we demonstrate that 0.30 hole/cell doping leads to enhancement of total polarization mainly ascribed to",lowd,application,,
2406.03013,Enhancing Critical Current Density in Thin Superconductor Layers by Moiré Pinning Centers,"One important factor affecting the critical current density in type-II superconductors is the formation of artificial pinning centers. Hence, the engineering of pinning centers in superconducting systems has garnered considerable attention. In this study, the effect of moiré patterned pinning centers on the critical current density of superconducting tapes is investigated. The Langevin equation is solved by taking into account the prominent forces within the superconductor medium, using the appropriate boundary conditions for vortices. The vortices dynamics are investigated by performing molecular dynamics simulations, which are used to calculate the corresponding critical current densities.",lowd,application,,
2308.10530,Displacement-field-tunable superconductivity in an inversion-symmetric twisted van der Waals heterostructure,"We investigate the superconducting properties of inversion-symmetric twisted trilayer graphene by considering different parent states, including spin-singlet, triplet, and SO(4) degenerate states, with or without nodal points. By placing transition metal dichalcogenide layers above and below twisted trilayer graphene, spin-orbit coupling is induced in TTLG and, due to inversion symmetry, the spin-orbit coupling does not spin-split the bands. The application of a displacement field ($D_0$) breaks the inversion symmetry and creates spin-splitting. We analyze the evolution of the superconducting order parameters in response to the combined spin-orbit coupling and $D_0$-induced spin-splitting. U",lowd,theory,,
2406.17036,Superconductivity from spin-canting fluctuations in rhombohedral graphene,"Rhombohedral graphene multilayers host various broken-symmetry metallic phases as well as superconductors whose pairing mechanism and order parameter symmetry remain unsettled. Strikingly, experiments have revealed prominent new superconducting regions in rhombohedral bilayer and trilayer graphene devices with proximity-induced Ising spin-orbit coupling. We propose that these superconductors descend from a common spin-canted normal state that spontaneously breaks a U(1) spin symmetry and thus supports soft magnon modes. In particular, we show that these soft modes can mediate pairing through inter-band scattering events that are symmetry-forbidden in the absence of spin-orbit coupling, thus ",lowd,theory,,
2510.09363,Superconductivity in the repulsive Hubbard model on different geometries induced by density-assisted hopping,"We study the effect of density-assisted hopping on different dimerized lattice geometries, such as bilayers and ladder structures. We show analytically that the density-assisted hopping induces an attractive interaction in the lower (bonding) band of the dimer structure and a repulsion in the upper (anti-bonding) band. Overcoming the onsite repulsion, this can lead to the appearance of superconductivity with a pairing structure more complex than s-wave pairing. Combining numerical and analytical methods such as the matrix product states ansatz, bosonization and perturbative calculations we map out the phase diagram of the two-leg ladder system and identify its superconducting phase. We chara",lowd,theory,,
2201.05211,Coexistence of Multiple Stacking Charge Density Waves in Kagome Superconductor ${\mathrm{CsV}}_3{\mathrm{Sb}}_5$,"The recently discovered Kagome family ${\mathrm{AV}}_3{\mathrm{Sb}}_5$ (A = K, Rb, Cs) exhibits rich physical phenomena, including non-trivial topological electronic structure, giant anomalous Hall effect, charge density waves (CDW) and superconductivity. Notably, CDW in ${\mathrm{AV}}_3{\mathrm{Sb}}_5$ is evidenced to intertwine with its superconductivity and topology, but its nature remains elusive. Here, we combine x-ray scattering experiments and density-functional theory calculations to investigate the CDWs in ${\mathrm{CsV}}_3{\mathrm{Sb}}_5$ and demonstrate the coexistence of 2 $\times$ 2 $\times$ 2 and 2 $\times$ 2 $\times$ 4 CDW stacking phases. Competition between these CDW phases ",lowd,characterization,,
2508.18107,Preparation and optimization of high-temperature superconducting Ruddlesden-Popper nickelate thin films,"The discovery of ambient-pressure nickelate high-temperature superconductivity provides a new platform for probing the underlying superconducting mechanisms. However, the thermodynamic metastability of Ruddlesden-Popper nickelates Lnn+1NinO3n+1 (Ln = lanthanide) presents significant challenges in achieving precise control over their structure and oxygen stoichiometry. This study establishes a systematic approach for growing phase-pure, high-quality Ln3Ni2O7 thin films on LaAlO3 and SrLaAlO4 substrates using gigantic-oxidative atomic-layer-by-layer epitaxy. The films grown under an ultrastrong oxidizing ozone atmosphere are superconducting without further post annealing. Specifically, the opt",nickelate,synthesis,,
2501.14584,Bulk superconductivity up to 96 K in pressurized nickelate single crystals,"Recently, the Ruddlesden-Popper bilayer nickelate $La_3Ni_2O_7$ has emerged as a superconductor with a transition temperature ($T_c$) of approximately 80 K above 14 GPa (Refs. 1-3). Achieving higher $T_c$ in nickelate superconductors, along with the synthesis of reproducible high-quality single crystals without relying on high-oxygen-pressure growth conditions, remains a significant challenge$^{[4-7]}$. Here we report superconductivity up to 96 K under high pressure in bilayer nickelate single crystals synthesized at ambient pressure. Energy-dispersive spectroscopy, single-crystal X-ray diffraction, nuclear quadrupole resonance and scanning transmission electron microscopy evidenced high cry",nickelate,characterization,,
2201.06950,Antiferromagnetic fluctuations and a dominant $d_{xy}$-wave pairing symmetry in nickelate-based superconductors,"Motivated by recent experimental studies on superconductivity found in nickelate-based materials, we study the temperature dependence of the spin correlation and the superconducting pairing interaction within an effective two-band Hubbard model by the quantum Monte Carlo method. Based on parameters extracted from first-principles calculations, our intensive numerical results reveal that the pairing with a $d_{xy}$-wave symmetry firmly dominates over other pairings at low temperature, which is mainly determined by the Ni 3$d$ orbital. It is also found that the effective pairing interaction is enhanced as the on-site interaction increases, demonstrating that the superconductivity is driven by ",nickelate,theory,,
2512.23630,"Strain-tuned structural, electronic, and superconducting properties of thin-film La$_3$Ni$_2$O$_7$","The recent discovery of high-temperature superconductivity in La$_3$Ni$_2$O$_7$ under ambient-pressure in strained thin films raises the question of how superconductivity can be optimized through strain. In this work, we investigate the strain-dependent electronic structure and superconducting transition temperature ($T_c$) of La$_3$Ni$_2$O$_7$ using density functional theory combined with random phase approximation spin-fluctuation calculations. We find that biaxial strain acts as a tuning parameter for Fermi surface topology and magnetic correlations. Large tensile strain drives a Lifshitz transition characterized by a $d_{z^2}$ band crossing, leading to a sharp increase in the density of ",nickelate,synthesis,,
2404.19678,Density-wave-like gap evolution in La$_3$Ni$_2$O$_7$ under high pressure revealed by ultrafast optical spectroscopy,"Density wave (DW) order is believed to be correlated with superconductivity in the recently discovered high-temperature superconductor La$_3$Ni$_2$O$_7$. However, experimental investigations of its evolution under high pressure are still lacking. Here, we explore the quasiparticle dynamics in bilayer nickelate La$_3$Ni$_2$O$_7$ single crystals using ultrafast optical pump-probe spectroscopy under high pressures up to 34.2 GPa. At ambient pressure, the temperature-dependent relaxation dynamics demonstrate a phonon bottleneck effect due to the opening of an energy gap around 151 K. The energy scale of the DW-like gap is determined to be 66 meV by the Rothwarf-Taylor model. Combined with recent",nickelate,characterization,,
2511.15265,Identifying the structure of La3Ni2O7 in the pressurized superconducting state,"The crystal structure of La3Ni2O7 in its high-pressure superconducting state has been the subject of intense debate, with conflicting reports proposing orthorhombic (Amam or Fmmm) and tetragonal (I4/mmm) symmetries. Here, using high-pressure Raman spectroscopy down to 3 K, we resolve this controversy by tracking the structural evolution of La3Ni2O7 up to 32.7 GPa. Leveraging rigorous symmetry-based selection rules, we identify a single structural transition from the orthorhombic Amam phase to the Fmmm phase at ~14.5 GPa, signaled by a profound phonon renormalization. Crucially, the persistence of D2h symmetry across the transition rules out the tetragonal I4/mmm phase in the superconducting ",nickelate,characterization,,
2307.02950,Electronic correlations and partial gap in the bilayer nickelate La$_{3}$Ni$_{2}$O$_{7}$,"The discovery of superconductivity with a critical temperature of about 80~K in La$_{3}$Ni$_{2}$O$_{7}$ single crystals under pressure has received enormous attention. La$_{3}$Ni$_{2}$O$_{7}$ is not superconducting under ambient pressure but exhibits a transition at $T^{\ast} \simeq 115$~K. Understanding the electronic correlations and charge dynamics is an important step towards the origin of superconductivity and other instabilities. Here, our optical study shows that La$_{3}$Ni$_{2}$O$_{7}$ features strong electronic correlations which significantly reduce the electron's kinetic energy and place this system in the proximity of the Mott phase. The low-frequency optical conductivity reveals",nickelate,characterization,,
2509.20727,Distinct orbital contributions to electronic and magnetic structures in La$_{4}$Ni$_{3}$O$_{10}$,"High-T$_c$ superconductivity has recently been discovered in Ruddlesden-Popper phase nickelates under pressure, where the low-energy electronic structure is dominated by Ni $d_{x^2 - y^2}$ and $d_{z^2}$ orbitals. However, the respective roles of these orbitals in superconductivity remain unclear. Here, by combining X-ray absorption, electron energy loss spectroscopy, and density functional theory calculations on La$_{4}$Ni$_{3}$O$_{10}$ single crystals, we identify ligand holes in the $p_{x,y}$ orbitals of planar oxygen and the $p_z$ orbitals of apical oxygen, which hybridize with the Ni $d_{x^2-y^2}$ and $d_{z^2}$ orbitals, respectively. These ligand holes enable orbital-selective O K-edge ",nickelate,characterization,,
2605.20653,Pressure-induced superconductivity in epitaxially-stabilized Pr$_3$Ni$_2$O$_7$ films,"The discovery of high critical-temperature $T_{\mathrm{c}}$ superconductivity in La$_3$Ni$_2$O$_7$ under high pressure has led to a rapid expansion of the $T_{\mathrm{c}}$ range through lanthanide $Ln$ substitution, and to ambient-pressure superconductivity in strained thin films, yet the exploration of new bilayer nickelates remains strongly constrained by thermodynamic stability. Beyond the difficulty of synthesis of bulk single-crystals, here we report on the pressure-induced high-$T_{\mathrm{c}}$ superconductivity in epitaxially-stabilized Pr$_3$Ni$_2$O$_7$ thin films. While the Pr$_3$Ni$_2$O$_7$ films exhibit insulating behaviour at ambient pressure regardless of ozone-annealing treatme",nickelate,synthesis,,
2601.07710,From perovskite to infinite-layer nickelates: hole concentration from x-ray absorption,"The difficulty of determining cation concentrations and oxygen stoichiometry in infinite-layer nickelate thin films has so far prevented clear experimental identification of the nickel electron configuration in the superconducting phase. We used soft x-ray absorption spectroscopy to study the successive changes in PrNiO$_x$ thin films at various intermediate stages of topotactic reduction with $x=2-3$. By comparing the Ni-$L$ edge spectra to single and double cluster ligand-field calculations, we find that none of our samples exhibit a pure $d^9$ configuration. Our quantitative analysis using the charge sum rule shows that even when films are maximally reduced, the averaged number of nickel ",nickelate,characterization,,
2306.07837,Effective bi-layer model Hamiltonian and density-matrix renormalization group study for the high-Tc superconductivity in La$_{3}$Ni$_{2}$O$_{7}$ under high pressure,"High-Tc superconductivity with possible $T_{c}\approx 80K$ has been reported in the single crystal of $\text{La}_{3}\text{Ni}_{2}\text{O}_{7}$ under high pressure. Based on the electronic structure given from the density functional theory calculations, we propose an effective bi-layer model Hamiltonian including both $3d_{z^{2}}$ and $3d_{x^{2}-y^{2}}$ orbital electrons of the nickel cations. The main feature of the model is that the $3d_{z^{2}}$ electrons form inter-layer $σ$-bonding and anti-bonding bands via the apical oxygen anions between the two layers, while the $3d_{x^{2}-y^{2}}$ electrons hybridize with the $3d_{z^{2}}$ electrons within each NiO$_2$ plane. The chemical potential dif",nickelate,theory,,
2410.21710,Spin phase regulated spin Josephson supercurrent in topological superconductor,"Without applied bias voltage, a superconducting phase difference can drive a charge Josephson supercurrent in a superconductor junction. In analogy, we here theoretically propose a spin phase that intrinsically generates spin Josephson supercurrent, and this spin Josephson effect is studied in a junction of superconducting nanowire (SNW). We show that spin-orbit coupling and magnetic field give rise to spin-triplet superconductivity in the SNW, thus allow the superfluid of both charge and spin. Next we introduce the concept of spin phase that can be generated by controls of spin current, magnetic field or electric field. By the analysis of pairing correlations and Ginzburg-Landau-type theory",topo,theory,,
2205.07397,Topological Superconductivity in Sn/Si(111) driven by non-local Coulomb interactions,"Superconductivity was recently observed in boron-doped ($\sqrt{3}\times\sqrt{3}$)Sn/Si(111). The material can be described by an extended Hubbard model on a triangular lattice. Here, we use the random-phase approximation to investigate the charge and spin fluctuations as well as the superconducting properties of the system with respect to filling and the relative strength of the extended versus the on-site Hubbard interactions. Our calculations reveal that near half-filling and weak extended Hubbard interactions, the superconducting ground state exhibits chiral $d$-wave pairing. Far from half-filling and for stronger nearest-neighbor Coulomb interactions, the system shows chiral $p$-wave (ho",topo,theory,,
2208.09609,Topological superconductivity in a topological insulator,"Topological superconductivity is an exotic quantum phenomenon with coupled nontrivial topological order and superconductivity together. A direct idea for producing topological superconductors is to create superconductivity based on the well recognized topological insulators. The topological insulating states in highly efficient thermoelectric materials Bi$_2$Te$_3$ and Bi$_2$Se$_3$ and their alloy Bi$_{2}$Te$_{3-x}$Se$_{x}$ have been established from angle-resolved photoemission and transport experiments. Superconductivity was also observed based on these popular topological insulators by the application of pressure chemical dopant and heterostructures. However, the experiments mainly focusi",topo,characterization,,
2603.07638,Signatures of Topological Superconductivity and Josephson Diode Effects on the Magnetocurrent-Phase Relation of Planar Josephson Junctions,"We present a theoretical study of proximitized planar Josephson junctions (JJs) with Rashba spin-orbit coupling (SOC) subject to an in-plane magnetic field and demonstrate that the magneto-current-phase relation (magneto-CPR) provides a powerful and unified probe of their microscopic and topological properties. By analyzing the full phase and Zeeman-field dependence of the supercurrent, we show that magneto-CPR measurements allow one to reconstruct the ground-state phase that minimizes the system's free energy in the absence of phase bias. This reconstructed phase generally displays 0-pi-like transitions as a function of the Zeeman energy, and we demonstrate that the magnitudes of the associ",topo,characterization,,
2606.07983,Equilibrium spin currents in altermagnet junctions: Josephson-like and anomalous transport,"Altermagnets (AMs) offer a compelling platform for exploring novel spin-dependent phenomena in materials with zero net macroscopic magnetization. In this work, we theoretically investigate the emergence of equilibrium spin currents (ESCs) in two-dimensional AM heterostructures using a tight-binding lattice model. We first study an AM-normal metal-AM (AM-NM-AM) junction and demonstrate that the $σ_y$-polarized ESC exhibits a characteristic Josephson-like behavior, fundamentally governed by the relative angle ($θ$) between the Néel vectors of the two AMs pointing in $xz$-plane. Crucially, we show that replacing the central normal metal with a $p$-wave magnet (PM) induces an anomalous ESC. Anal",topo,theory,,
2601.05123,A First-principles Study of Weyl Nodal Loop and Multiple Sets of Weyl Points in Trigonal PtBi$_2$,"Coexistence of surface superconductivity and Fermi arcs in trigonal $γ$-PtBi$_2$ has recently attracted attention for possible realization of topological superconductivity. The Fermi arcs on the two different (0001) surface terminations have been associated with the set of Weyl points just above the Fermi energy (E$_F$). Here using first-principles calculations to explore the band crossings over the full Brillouin zone between the nominally highest valence and lowest conduction bands in $γ$-PtBi$_2$, we find a Weyl nodal loop (WNL) and multiple sets of Weyl points (WPs). The main difference between the two reported experimental structural parameters is the magnitude of Bi-layer buckling. Whi",topo,abinitio,,
2308.10780,Superfluid weight in the isolated band limit within the generalized random phase approximation,"The superfluid weight of a generic lattice model with attractive Hubbard interaction is computed analytically in the isolated band limit within the generalized random phase approximation. Time-reversal symmetry, spin rotational symmetry, and the uniform pairing condition are assumed. It is found that the relation obtained in [https://link.aps.org/doi/10.1103/PhysRevB.106.014518] between the superfluid weight in the flat band limit and the so-called minimal quantum metric is valid even at the level of the generalized random phase approximation. For an isolated, but not necessarily flat, band it is found that the correction to the superfluid weight obtained from the generalized random phase ap",topo,theory,,
2401.02408,Proposal for Majorana Modes without a Magnetic Field in a semiconductor-superconductor sandwich structures,"We propose a planar Josephson junction setup to host Majorana modes where the semiconductor is sandwiched between superconductors on both surfaces. While the studied configuration is related to both devices proposed for use with topological insulators as well as other proposals for Majorana modes without applied magnetic fields, we find that placing the superconductor on both surfaces allows us to replace the topological insulator by a wider variety of spin-orbit coupled semiconductors. Application of an electric field in the junction together with appropriate superconducting phase differences allows different Fermi surfaces to be subject to different phase differences. We find that these co",topo,theory,,
2608.09207,Exchange-induced suppression of superconductivity in a nano-skyrmion lattice - superconductor hybrid,"Engineered magnet-superconductor hybrids have recently been identified as promising platforms for the investigation of topological superconductivity. Beyond ferro- and antiferromagnetic structures, coupling non-collinear spin textures, such as skyrmion lattices, to superconductors offers an exciting route for creating and manipulating unconventional superconducting states. In this work, by preparing monolayer Fe on Ir(111) thin films grown epitaxially on a Nb(110) surface, we realize a hybrid system of a nano-skyrmion lattice proximitized to a superconducting substrate. Scanning tunneling spectroscopy shows that superconductivity becomes suppressed by the Fe nano-skyrmion lattice, with both ",topo,synthesis,,
2608.19312,Interferometric Signatures of Zero Modes in Fractional Quantum Hall-Superconductor Heterostructures,"Fractional quantum Hall-superconductor (FQH-SC) heterostructures are predicted to host defect-bound parafermion zero modes (PZMs). We propose two related configurations to probe their fusion structure. In a Josephson junction coupled to a single quantum point contact (QPC), quasiparticle tunneling switches the defect fusion channel, producing stochastic transitions between branches of the fractional Josephson spectrum. Embedding the junction in a two-QPC Fabry-Pérot interferometer provides a complementary probe. Weak zero mode tunneling produces fusion-channel-dependent interference while strong tunneling makes the interferometer probe a superposition of fusion channels and strongly suppress",topo,characterization,,
2509.18441,Magnetic penetration depth in topological superconductors: Effect of Majorana surface states and application for UTe$_2$,"In this study, we examine how orbital degrees of freedom and Majorana surface states influence the magnetic penetration depth in the superconductor UTe$_2$. Using a two-orbital model, we analyze pairing states belonging to the irreducible representations of the $D_{2h}$ crystal symmetry: $A_u$, $B_{1u}$, $B_{2u}$, and $B_{3u}$. For bulk nodal states such as $B_{2u}$, we find that the penetration depth for screening currents along the antinodal direction and the cylindrical axis scales as $T^2$, in strong contrast to the conventional $T^4$ law. This behavior originates from quasiparticles near the point nodes contributing to the interorbital paramagnetic current. We further show that Majorana",topo,characterization,,
2111.05235,Quantum oscillations in Noncentrosymmetric Weyl semimetals RAlSi (R = Sm and Ce),"Weyl semimetal (WSM) as a new type of quantum state of matter hosting low energy relativistic quasiparticles, has attracted significant attention for both scientific community and potential quantum device applications. Here, we report a comprehensive investigation of the structural, magnetic and transport properties of noncentrosymmetric RAlSi (R = Sm, Ce), which have been predicted to be new magnetic WSM candidates. Both samples exhibit non-saturated magnetoresistance (MR), with ~ 900% for SmAlSi and 80% for CeAlSi at 1.8 K, 9 T. The carrier densities of SmAlSi and CeAlSi display remarkable change around magnetic transition temperatures, signifying that the electronic states are sensitive t",unconv_other,characterization,,
2112.11240,"Quasi-point versus point nodes in $Sr_2RuO_4$, the case of a flat tight binding $γ$ sheet","We perform a numerical study of the unitary regime as a function of disorder concentration in the imaginary part of the elastic scattering cross-section for the compound $Sr_2RuO_4$ in the flat band non-disperse limit. By using a self-consistent tight-binding (TB) method, we find a couple of families of Wigner probabilistic functions that help to explain macroscopically the distribution between Fermion dressed quasiparticles and Cooper pairs, and also the position of nodes in the order parameter for $Sr_2RuO_4$. Therefore, we are able to show that a TB model for the $γ$ sheet numerically shows 4 point nodes in a flat $γ$ sheet limit or 4 quasi-point nodes for strong dispersion $γ$ sheet limi",unconv_other,theory,,
2207.11180,Higher angular momentum pairing states in Sr$_2$RuO$_4$ in the presence of longer-range interactions,"The superconducting symmetry of Sr$_2$RuO$_4$ remains a puzzle. Time-reversal symmetry breaking $d_{x^2-y^2} + ig_{xy(x^2-y^2)}$ pairing has been proposed for reconciling multiple key experiments. However, its stability remains unclear. In this work, we theoretically study the superconducting instabilities in Sr$_2$RuO$_4$, including the effects of spin-orbit coupling (SOC), in the presence of both local and longer-range interactions within a random phase approximation. We show that the inclusion of second nearest neighbor repulsions, together with non-local SOC in the $B_{2g}$ channel or orbital-anisotropy of the non-local interactions, can have a significant impact on the stability of both",unconv_other,characterization,,
2308.05267,Absence of superconductivity in electron-doped chromium pnictides ThCrAsN$_{1-x}$O$_x$,"Theoretical studies predicted possible superconductivity in electron-doped chromium pnictides isostructural to their iron counterparts. Here, we report the synthesis and characterization of a new ZrCuSiAs-type Cr-based compound ThCrAsN, as well as its oxygen-doped variants. All samples of ThCrAsN$_{1-x}$O$_x$ show metallic conduction, but no superconductivity is observed above 30 mK even though the oxygen substitution reaches 75\%. The magnetic structure of ThCrAsN is determined to be G-type antiferromagnetic by magnetization measurements and first-principles calculations jointly. The calculations also indicate that the in-plane Cr--Cr direct interaction of ThCrAsN is robust against the heav",unconv_other,characterization,,
2209.14310,Multiband mean-field theory of the $d+ig$ superconductivity scenario in Sr$_2$RuO$_4$,"Many seemingly contradictory experimental findings concerning the superconducting state in Sr$_2$RuO$_4$ can be accounted for on the basis of a conjectured accidental degeneracy between two patterns of pairing that are unrelated to each other under the $(D_{4h})$ symmetry of the crystal: a $d_{x^2-y^2}$-wave $(B_{1g})$ and a $g_{xy(x^2-y^2)}$-wave $(A_{2g})$ superconducting state. In this paper, we propose a generic multi-band model in which the $g$-wave pairing involving the $xz$ and $yz$ orbitals arises from second-nearest-neighbor interactions. Even if time-reversal symmetry is broken in a $d+ig$ state, such a superconductor remains gapless with a Bogoliubov Fermi surface that approximate",unconv_other,theory,,
2502.06420,Odd-parity superconductivity underpinned by antiferromagnetism in heavy fermion metal YbRh$_2$Si$_2$,"Topological superconductors are essential elements of the periodic table of topological quantum matter. However, the relevant odd-parity spin-triplet superconductors are rare. We report high-resolution measurements of the complex electrical impedance of YbRh$_2$Si$_2$ down to 0.4 mK, that reveal the presence of several superconducting states, suppressed differently by magnetic field, both Pauli-limited and beyond the Pauli limit. Superconductivity is abruptly switched off at the critical field of the primary antiferromagnetic order. The onset of electro-nuclear spin density wave order enhances the superconductivity, which we account for by the simultaneous formation of a spin-triplet pair de",unconv_other,characterization,,
